protocol_id,pass_name,config,seed,epoch,step,batch_size_actual,is_partial,is_first_measured_step,zero_grad_ns,neg_time_ns,positive_tensor_build_ns,forward_ns,backward_ns,optimizer_ns,component_sum_ns,total_step_ns,timing_residual_ns,loss
C1-R1-v1.1,trace,BL,42,0,0,5000,False,True,116051,415803729,1590910,36399816,38405221,1288701,493604428,493607824,3396,1.1648139953613281
C1-R1-v1.1,trace,BL,42,0,1,5000,False,False,54761,412103209,1599107,36105875,38494506,1234648,489592106,489595546,3440,1.1617401838302612
C1-R1-v1.1,trace,BL,42,0,2,5000,False,False,53131,413464981,1616580,36147676,38354998,1233083,490870449,490872992,2543,1.156162142753601
C1-R1-v1.1,trace,BL,42,0,3,5000,False,False,54046,417252367,1631069,37552532,38499805,1229859,496219678,496222436,2758,1.1351691484451294
C1-R1-v1.1,trace,BL,42,0,4,5000,False,False,56135,414086630,1628291,37592276,38524588,1228252,493116172,493118806,2634,1.1298835277557373
C1-R1-v1.1,trace,BL,42,0,5,5000,False,False,53252,417093299,1596586,37591581,38562828,1229767,496127313,496129699,2386,1.1387346982955933
C1-R1-v1.1,trace,BL,42,0,6,5000,False,False,52942,413310069,1622354,37444992,38535306,1234151,492199814,492202262,2448,1.1246440410614014
C1-R1-v1.1,trace,BL,42,0,7,5000,False,False,58414,412742868,1622100,37601095,38503110,1233252,491760839,491763545,2706,1.1321364641189575
C1-R1-v1.1,trace,BL,42,0,8,5000,False,False,53090,416884207,1578801,37376181,38506650,1232137,495631066,495633854,2788,1.1287826299667358
C1-R1-v1.1,trace,BL,42,0,9,5000,False,False,53020,413128679,1719213,37554974,38512242,1231740,492199868,492202524,2656,1.1238226890563965
C1-R1-v1.1,trace,BL,42,0,10,5000,False,False,54830,418656665,1606061,37585240,38500446,1233906,497637148,497640093,2945,1.1134612560272217
C1-R1-v1.1,trace,BL,42,0,11,5000,False,False,57960,413792191,1620042,37605947,38524986,1240796,492841922,492844753,2831,1.1096901893615723
C1-R1-v1.1,trace,BL,42,0,12,5000,False,False,55330,412334023,1632316,37338988,38539216,1234839,491134712,491137204,2492,1.115836501121521
C1-R1-v1.1,trace,BL,42,0,13,5000,False,False,52768,415710306,1635799,37594376,38542343,1227559,494763151,494766104,2953,1.0916284322738647
C1-R1-v1.1,trace,BL,42,0,14,5000,False,False,52898,414490832,1581928,37512946,38506676,1236957,493382237,493385136,2899,1.0861155986785889
C1-R1-v1.1,trace,BL,42,0,15,5000,False,False,53622,420331396,1602361,37319824,38490085,1234620,499031908,499034421,2513,1.089566946029663
C1-R1-v1.1,trace,BL,42,0,16,5000,False,False,53171,415148385,1641196,37350358,38551009,1233530,493977649,493980584,2935,1.1040992736816406
