protocol_id,pass_name,config,seed,epoch,step,batch_size_actual,is_partial,is_first_measured_step,zero_grad_ns,neg_time_ns,positive_tensor_build_ns,forward_ns,backward_ns,optimizer_ns,component_sum_ns,total_step_ns,timing_residual_ns,loss
C1-R1-v1.1,trace,BL,43,0,0,5000,False,True,114081,416025142,1644963,36199408,38419499,1298994,493702087,493706104,4017,1.1507774591445923
C1-R1-v1.1,trace,BL,43,0,1,5000,False,False,55117,411575284,1602233,36045014,38461993,1229811,488969452,488973101,3649,1.1596087217330933
C1-R1-v1.1,trace,BL,43,0,2,5000,False,False,53526,413386351,1678694,36091937,38447672,1226945,490885125,490888145,3020,1.1367720365524292
C1-R1-v1.1,trace,BL,43,0,3,5000,False,False,55691,411829475,1635597,37321004,38468456,1231813,490542036,490545016,2980,1.1540462970733643
C1-R1-v1.1,trace,BL,43,0,4,5000,False,False,52748,413730976,1594362,37391504,38504090,1231361,492505041,492507616,2575,1.1268258094787598
C1-R1-v1.1,trace,BL,43,0,5,5000,False,False,58327,412026880,1680602,37608621,38555930,1231588,491161948,491165313,3365,1.1422502994537354
C1-R1-v1.1,trace,BL,43,0,6,5000,False,False,53408,419025200,1638600,37558489,38540414,1236035,498052146,498054970,2824,1.1377458572387695
C1-R1-v1.1,trace,BL,43,0,7,5000,False,False,53695,412747633,1668373,37313146,38525979,1235215,491544041,491547373,3332,1.1125404834747314
C1-R1-v1.1,trace,BL,43,0,8,5000,False,False,54036,411054875,1605488,37598382,38510452,1230758,490053991,490056868,2877,1.1241153478622437
C1-R1-v1.1,trace,BL,43,0,9,5000,False,False,51958,412873779,1622152,37530909,38523287,1231172,491833257,491835996,2739,1.1297520399093628
C1-R1-v1.1,trace,BL,43,0,10,5000,False,False,55083,411795220,1670632,37524531,38494601,1233582,490773649,490776921,3272,1.1138466596603394
C1-R1-v1.1,trace,BL,43,0,11,5000,False,False,52850,414151941,1729882,37538837,38511157,1235743,493220410,493223115,2705,1.1073071956634521
C1-R1-v1.1,trace,BL,43,0,12,5000,False,False,52414,410512730,1625145,37361384,38527346,1231060,489310079,489313377,3298,1.1032997369766235
C1-R1-v1.1,trace,BL,43,0,13,5000,False,False,54903,412822559,1586850,37530251,38540493,1235088,491770144,491773040,2896,1.106790542602539
C1-R1-v1.1,trace,BL,43,0,14,5000,False,False,53961,414357095,1608718,37590477,38480404,1232593,493323248,493326759,3511,1.0907630920410156
C1-R1-v1.1,trace,BL,43,0,15,5000,False,False,55611,411850108,1658667,37549168,38504400,1241044,490858998,490862135,3137,1.0954583883285522
C1-R1-v1.1,trace,BL,43,0,16,5000,False,False,54076,417953815,1608783,37605409,38510451,1233203,496965737,496968668,2931,1.0734962224960327
C1-R1-v1.1,trace,BL,43,0,17,5000,False,False,52454,418899161,1627665,37435428,38501925,1234281,497750914,497753955,3041,1.0663678646087646
