protocol_id,pass_name,config,seed,epoch,step,batch_size_actual,is_partial,is_first_measured_step,zero_grad_ns,neg_time_ns,positive_tensor_build_ns,forward_ns,backward_ns,optimizer_ns,component_sum_ns,total_step_ns,timing_residual_ns,loss
C1-R1-v1.1,trace,GPU,46,0,0,5000,False,True,110038,3108679,1142338,36318642,38231973,1271654,80183324,80186291,2967,1.2026208639144897
C1-R1-v1.1,trace,GPU,46,0,1,5000,False,False,51580,3028663,1149838,36318714,38193340,1176454,79918589,79921280,2691,1.1676440238952637
C1-R1-v1.1,trace,GPU,46,0,2,5000,False,False,51514,3016915,1146298,36359508,38157456,1178534,79910225,79912274,2049,1.1487778425216675
C1-R1-v1.1,trace,GPU,46,0,3,5000,False,False,47237,3027413,1147016,36357659,38129057,1172147,79880529,79882626,2097,1.155107855796814
C1-R1-v1.1,trace,GPU,46,0,4,5000,False,False,50658,3038968,1150041,36476864,38165426,1173846,80055803,80057855,2052,1.148512363433838
C1-R1-v1.1,trace,GPU,46,0,5,5000,False,False,50422,2999429,1138006,36648558,38189982,1172737,80199134,80201144,2010,1.1168264150619507
C1-R1-v1.1,trace,GPU,46,0,6,5000,False,False,47598,3013856,1136797,36361426,38173314,1173670,79906661,79908776,2115,1.1427336931228638
C1-R1-v1.1,trace,GPU,46,0,7,5000,False,False,47960,3029244,1147351,36344108,38142345,1173666,79884674,79886680,2006,1.121332049369812
C1-R1-v1.1,trace,GPU,46,0,8,5000,False,False,50149,3014676,1140821,36377560,38157958,1172015,79913179,79915204,2025,1.0956430435180664
C1-R1-v1.1,trace,GPU,46,0,9,5000,False,False,47268,3024070,1142096,36384861,38131870,1169884,79900049,79902107,2058,1.108823537826538
C1-R1-v1.1,trace,GPU,46,0,10,5000,False,False,49535,3004241,1149510,36354123,38161585,1170557,79889551,79891592,2041,1.1089835166931152
C1-R1-v1.1,trace,GPU,46,0,11,5000,False,False,47089,3007689,1149926,36346218,38390607,1248771,80190300,80193106,2806,1.1085867881774902
C1-R1-v1.1,trace,GPU,46,0,12,5000,False,False,57298,3214515,1177003,36351603,38174423,1172572,80147414,80149549,2135,1.0916601419448853
C1-R1-v1.1,trace,GPU,46,0,13,5000,False,False,49045,3121118,1178704,36378765,38150104,1172539,80050275,80052311,2036,1.0852644443511963
