protocol_id,pass_name,config,seed,epoch,step,batch_size_actual,is_partial,is_first_measured_step,zero_grad_ns,neg_time_ns,positive_tensor_build_ns,forward_ns,backward_ns,optimizer_ns,component_sum_ns,total_step_ns,timing_residual_ns,loss
C1-R1-v1.1,trace,GPU,45,0,0,5000,False,True,110300,3063018,1076306,36406676,38265736,1268567,80190603,80193828,3225,1.1464741230010986
C1-R1-v1.1,trace,GPU,45,0,1,5000,False,False,51747,2989720,1083766,36358639,38192146,1175087,79851105,79853932,2827,1.1345783472061157
C1-R1-v1.1,trace,GPU,45,0,2,5000,False,False,53130,2990874,1153969,36591474,38143046,1175283,80107776,80109864,2088,1.1298143863677979
C1-R1-v1.1,trace,GPU,45,0,3,5000,False,False,45671,2946347,1074229,36376842,38109833,1167444,79720366,79722469,2103,1.1208319664001465
C1-R1-v1.1,trace,GPU,45,0,4,5000,False,False,46427,3425381,1190276,36366352,38338866,1247694,80614996,80618235,3239,1.1002269983291626
C1-R1-v1.1,trace,GPU,45,0,5,5000,False,False,53415,3148339,1135799,36366853,38194813,1175988,80075207,80077247,2040,1.107041358947754
C1-R1-v1.1,trace,GPU,45,0,6,5000,False,False,52682,3071572,1127953,36389803,38170031,1169994,79982035,79984119,2084,1.1055293083190918
C1-R1-v1.1,trace,GPU,45,0,7,5000,False,False,45024,3035310,1073914,36406071,38112399,1173550,79846268,79848269,2001,1.094826340675354
C1-R1-v1.1,trace,GPU,45,0,8,5000,False,False,49202,3008331,1073180,36610412,38141828,1173267,80056220,80058313,2093,1.0851061344146729
C1-R1-v1.1,trace,GPU,45,0,9,5000,False,False,47142,2992266,1074382,36347939,38144064,1171926,79777719,79779826,2107,1.0671720504760742
C1-R1-v1.1,trace,GPU,45,0,10,5000,False,False,46832,3003669,1071354,36369911,38172863,1172320,79836949,79838924,1975,1.0579495429992676
C1-R1-v1.1,trace,GPU,45,0,11,5000,False,False,45386,2978615,1068718,36396622,38162354,1173195,79824890,79827121,2231,1.0614237785339355
C1-R1-v1.1,trace,GPU,45,0,12,5000,False,False,45347,2975535,1069396,36362569,38206896,1171322,79831065,79833481,2416,1.0552029609680176
C1-R1-v1.1,trace,GPU,45,0,13,5000,False,False,47964,2975017,1068189,36375513,38152126,1174858,79793667,79797967,4300,1.0414198637008667
C1-R1-v1.1,trace,GPU,45,0,14,5000,False,False,46208,3004156,1077542,36407699,38130522,1174125,79840252,79842366,2114,1.030792236328125
C1-R1-v1.1,trace,GPU,45,0,15,5000,False,False,46654,3006972,1089391,36368732,38138851,1170937,79821537,79823701,2164,1.0337843894958496
C1-R1-v1.1,trace,GPU,45,0,16,5000,False,False,48616,2988966,1073485,36624515,38139541,1167769,80042892,80044978,2086,1.0405550003051758
C1-R1-v1.1,trace,GPU,45,0,17,5000,False,False,46009,2955864,1069383,36533253,38138304,1170844,79913657,79915792,2135,1.0178756713867188
C1-R1-v1.1,trace,GPU,45,0,18,5000,False,False,47823,2957866,1068973,36434872,38110214,1174006,79793754,79795783,2029,1.0022884607315063
C1-R1-v1.1,trace,GPU,45,0,19,5000,False,False,45258,2971197,1069440,36366218,38153788,1232093,79837994,79839989,1995,1.0195022821426392
C1-R1-v1.1,trace,GPU,45,0,20,5000,False,False,45444,2957900,1069515,36467534,38165762,1169987,79876142,79878180,2038,0.995774507522583
C1-R1-v1.1,trace,GPU,45,0,21,5000,False,False,45630,2946310,1069594,36406679,38091254,1176734,79736201,79738252,2051,0.9985951781272888
C1-R1-v1.1,trace,GPU,45,0,22,5000,False,False,45108,2933899,1068796,36620707,38150838,1173194,79992542,79994596,2054,1.0036258697509766
C1-R1-v1.1,trace,GPU,45,0,23,5000,False,False,46250,2961941,1065902,36466797,38196869,1174023,79911782,79913879,2097,0.9996699094772339
C1-R1-v1.1,trace,GPU,45,0,24,5000,False,False,45869,2952695,1068617,36380019,38146056,1169643,79762899,79764920,2021,0.97858065366745
C1-R1-v1.1,trace,GPU,45,0,25,5000,False,False,48267,2958400,1073537,36423650,38147021,1168333,79819208,79821261,2053,0.9849233031272888
C1-R1-v1.1,trace,GPU,45,0,26,5000,False,False,45889,2942802,1079002,36410339,38115467,1172422,79765921,79767992,2071,0.984885573387146
