protocol_id,pass_name,config,seed,epoch,epoch_time_ns,scheduler_overhead_ns,num_steps,full_batch_count,partial_batch_count,partial_batch_size,training_examples,avg_loss,loss_finite,loss_change_from_epoch0,peak_allocated_bytes,peak_reserved_bytes
C1-R1-v1.1,trace,GPU,45,0,4449663139,80972239,54,53,1,2115,267115,0.9730778932571411,True,0.0,3706850816,4896849920
C1-R1-v1.1,trace,GPU,45,1,4438514687,67637394,54,53,1,2115,267115,0.7017844319343567,True,-0.2712934613227844,3706850816,4896849920
C1-R1-v1.1,trace,GPU,45,2,4438834246,67756898,54,53,1,2115,267115,0.5446237325668335,True,-0.4284541606903076,3706850816,4896849920
C1-R1-v1.1,trace,GPU,45,3,4438990104,67525469,54,53,1,2115,267115,0.44685545563697815,True,-0.526222437620163,3706952704,4896849920
C1-R1-v1.1,trace,GPU,45,4,4437126618,68799592,54,53,1,2115,267115,0.3806600272655487,True,-0.5924178659915924,3706954752,4896849920
