seed,bl_throughput_epoch_mean_s,gpu_throughput_epoch_mean_s,c1_2_paired_speedup,bl_mean_epoch_neg_population_sd_ms,gpu_mean_epoch_neg_population_sd_ms,c1_3_paired_sd_compression
42,26.175894911799997,4.3758024186,5.981964542214122,3.502193726910425,0.03860991253801972,90.70711370976989
43,26.435298323799998,4.3716323972,6.047008513508963,3.072925572650755,0.029633813629917884,103.69659507976294
44,26.091404121800004,4.3708551426,5.969404903746033,3.137348768215627,0.048713706502504096,64.40381965298316
45,26.614496170400002,4.3609468046,6.102916949669412,3.83293242245337,0.036925467266242386,103.80186646838924
46,25.8829410204,4.370355887800001,5.922387486257841,2.722210210916126,0.03326345664204871,81.83786310034145
47,26.471153793999996,4.3692459152,6.058517718563409,2.735515827548002,0.03056772559362842,89.4903292418392
