protocol_id,pass_name,config,seed,epoch,step,batch_size_actual,is_partial,is_first_measured_step,zero_grad_ns,neg_time_ns,positive_tensor_build_ns,forward_ns,backward_ns,optimizer_ns,component_sum_ns,total_step_ns,timing_residual_ns,loss
C1-R1-v1.1,trace,BL,47,0,0,5000,False,True,111066,408878530,1664796,36349127,38382079,1288806,486674404,486678284,3880,1.159900188446045
C1-R1-v1.1,trace,BL,47,0,1,5000,False,False,53803,409482090,1754585,36024445,38467881,1226300,487009104,487013365,4261,1.1471022367477417
C1-R1-v1.1,trace,BL,47,0,2,5000,False,False,52839,408241022,1641824,36050635,38370580,1229314,485586214,485588930,2716,1.1488033533096313
C1-R1-v1.1,trace,BL,47,0,3,5000,False,False,58702,413845395,1625471,37387056,38502642,1227919,492647185,492649956,2771,1.1506389379501343
C1-R1-v1.1,trace,BL,47,0,4,5000,False,False,52062,408159746,1608552,37573353,38533437,1232117,487159267,487162386,3119,1.1677424907684326
C1-R1-v1.1,trace,BL,47,0,5,5000,False,False,52561,407206645,1639271,37517112,38542498,1228119,486186206,486189044,2838,1.1391721963882446
C1-R1-v1.1,trace,BL,47,0,6,5000,False,False,58908,408913851,1638228,37577156,38530183,1234307,487952633,487955311,2678,1.142005205154419
C1-R1-v1.1,trace,BL,47,0,7,5000,False,False,51549,408250357,1618787,37609929,38543421,1236292,487310335,487313539,3204,1.1304935216903687
C1-R1-v1.1,trace,BL,47,0,8,5000,False,False,54605,409312072,1626306,37601899,38528093,1231011,488353986,488356814,2828,1.1314786672592163
C1-R1-v1.1,trace,BL,47,0,9,5000,False,False,58959,411617756,1634472,37607164,38514389,1226244,490658984,490661871,2887,1.1138514280319214
C1-R1-v1.1,trace,BL,47,0,10,5000,False,False,55326,408641057,1631187,37590832,38517578,1228887,487664867,487667515,2648,1.1233019828796387
C1-R1-v1.1,trace,BL,47,0,11,5000,False,False,52085,408058824,1601991,37590583,38515343,1229118,487047944,487050708,2764,1.1035594940185547
C1-R1-v1.1,trace,BL,47,0,12,5000,False,False,52178,411175507,1626826,37615667,38516994,1236158,490223330,490226356,3026,1.1048829555511475
