protocol_id,seed,repeat,elapsed_ns,loss,batch_size,neg_num
C1-R1-v1.1,46,0,76262463,1.1312854290008545,5000,150
C1-R1-v1.1,46,1,75554364,1.107936143875122,5000,150
C1-R1-v1.1,46,2,75456377,1.0848126411437988,5000,150
C1-R1-v1.1,46,3,75458287,1.0619224309921265,5000,150
C1-R1-v1.1,46,4,75491787,1.0392707586288452,5000,150
C1-R1-v1.1,46,5,75505154,1.0168670415878296,5000,150
C1-R1-v1.1,46,6,75477374,0.9947189688682556,5000,150
C1-R1-v1.1,46,7,75447887,0.9728354811668396,5000,150
C1-R1-v1.1,46,8,75443643,0.9512233138084412,5000,150
C1-R1-v1.1,46,9,75435163,0.9298853874206543,5000,150
C1-R1-v1.1,46,10,75748048,0.9088224768638611,5000,150
C1-R1-v1.1,46,11,75508740,0.8880382180213928,5000,150
C1-R1-v1.1,46,12,75476524,0.8675353527069092,5000,150
C1-R1-v1.1,46,13,75771969,0.8473203182220459,5000,150
C1-R1-v1.1,46,14,75748186,0.8274007439613342,5000,150
C1-R1-v1.1,46,15,75530322,0.8077816367149353,5000,150
C1-R1-v1.1,46,16,75467344,0.7884688377380371,5000,150
C1-R1-v1.1,46,17,75528975,0.769465982913971,5000,150
C1-R1-v1.1,46,18,75477379,0.7507716417312622,5000,150
C1-R1-v1.1,46,19,75489738,0.7323928475379944,5000,150
