protocol_id,config,seed,pass_name,event,epoch,time_ns,timestamp,gpu_index,name,uuid,pstate,clock_graphics_mhz,clock_memory_mhz,temperature_c,power_draw_w,power_limit_w,utilization_gpu_pct,throttle_active,thermal_slowdown,other_compute_processes,raw_gpu_query,raw_process_query,query_error
C1-R1-v1.1,GPU,44,trace,before_job,,1785575685603578776,2026/08/01 18:14:45.567,0,NVIDIA GeForce RTX 3070,GPU-0bd13d63-b466-1f0b-ce46-481d3e6ec720,P0,2025.0,7000.0,54.0,54.96,220.0,0.0,0x0000000000000000,Not Active,,"2026/08/01 18:14:45.567, 0, NVIDIA GeForce RTX 3070, GPU-0bd13d63-b466-1f0b-ce46-481d3e6ec720, P0, 2025, 7000, 54, 54.96, 220.00, 0, 0x0000000000000000, Not Active",,
C1-R1-v1.1,GPU,44,trace,after_warmup,,1785575686952526931,2026/08/01 18:14:46.911,0,NVIDIA GeForce RTX 3070,GPU-0bd13d63-b466-1f0b-ce46-481d3e6ec720,P2,2010.0,6800.0,58.0,66.27,220.0,73.0,0x0000000000000000,Not Active,,"2026/08/01 18:14:46.911, 0, NVIDIA GeForce RTX 3070, GPU-0bd13d63-b466-1f0b-ce46-481d3e6ec720, P2, 2010, 6800, 58, 66.27, 220.00, 73, 0x0000000000000000, Not Active","291044, /home/hma/miniconda3/bin/python3, 178",
C1-R1-v1.1,GPU,44,trace,before_epoch,0,1785575687036247908,2026/08/01 18:14:46.998,0,NVIDIA GeForce RTX 3070,GPU-0bd13d63-b466-1f0b-ce46-481d3e6ec720,P2,2010.0,6800.0,55.0,66.72,220.0,95.0,0x0000000000000000,Not Active,,"2026/08/01 18:14:46.998, 0, NVIDIA GeForce RTX 3070, GPU-0bd13d63-b466-1f0b-ce46-481d3e6ec720, P2, 2010, 6800, 55, 66.72, 220.00, 95, 0x0000000000000000, Not Active","291044, /home/hma/miniconda3/bin/python3, 204",
C1-R1-v1.1,GPU,44,trace,after_epoch,0,1785575691552466046,2026/08/01 18:14:51.515,0,NVIDIA GeForce RTX 3070,GPU-0bd13d63-b466-1f0b-ce46-481d3e6ec720,P2,1995.0,6800.0,64.0,174.03,220.0,95.0,0x0000000000000000,Not Active,,"2026/08/01 18:14:51.515, 0, NVIDIA GeForce RTX 3070, GPU-0bd13d63-b466-1f0b-ce46-481d3e6ec720, P2, 1995, 6800, 64, 174.03, 220.00, 95, 0x0000000000000000, Not Active","291044, /home/hma/miniconda3/bin/python3, 4848",
C1-R1-v1.1,GPU,44,trace,before_epoch,1,1785575691604415450,2026/08/01 18:14:51.584,0,NVIDIA GeForce RTX 3070,GPU-0bd13d63-b466-1f0b-ce46-481d3e6ec720,P2,1995.0,6800.0,62.0,164.86,220.0,52.0,0x0000000000000000,Not Active,,"2026/08/01 18:14:51.584, 0, NVIDIA GeForce RTX 3070, GPU-0bd13d63-b466-1f0b-ce46-481d3e6ec720, P2, 1995, 6800, 62, 164.86, 220.00, 52, 0x0000000000000000, Not Active","291044, /home/hma/miniconda3/bin/python3, 4848",
C1-R1-v1.1,GPU,44,trace,after_epoch,1,1785575696143966722,2026/08/01 18:14:56.103,0,NVIDIA GeForce RTX 3070,GPU-0bd13d63-b466-1f0b-ce46-481d3e6ec720,P2,1995.0,6800.0,66.0,175.35,220.0,95.0,0x0000000000000000,Not Active,,"2026/08/01 18:14:56.103, 0, NVIDIA GeForce RTX 3070, GPU-0bd13d63-b466-1f0b-ce46-481d3e6ec720, P2, 1995, 6800, 66, 175.35, 220.00, 95, 0x0000000000000000, Not Active","291044, /home/hma/miniconda3/bin/python3, 4848",
C1-R1-v1.1,GPU,44,trace,before_epoch,2,1785575696197475344,2026/08/01 18:14:56.175,0,NVIDIA GeForce RTX 3070,GPU-0bd13d63-b466-1f0b-ce46-481d3e6ec720,P2,1995.0,6800.0,64.0,165.54,220.0,95.0,0x0000000000000000,Not Active,,"2026/08/01 18:14:56.175, 0, NVIDIA GeForce RTX 3070, GPU-0bd13d63-b466-1f0b-ce46-481d3e6ec720, P2, 1995, 6800, 64, 165.54, 220.00, 95, 0x0000000000000000, Not Active","291044, /home/hma/miniconda3/bin/python3, 4848",
C1-R1-v1.1,GPU,44,trace,after_epoch,2,1785575700736941709,2026/08/01 18:15:00.695,0,NVIDIA GeForce RTX 3070,GPU-0bd13d63-b466-1f0b-ce46-481d3e6ec720,P2,1980.0,6800.0,67.0,173.53,220.0,95.0,0x0000000000000000,Not Active,,"2026/08/01 18:15:00.695, 0, NVIDIA GeForce RTX 3070, GPU-0bd13d63-b466-1f0b-ce46-481d3e6ec720, P2, 1980, 6800, 67, 173.53, 220.00, 95, 0x0000000000000000, Not Active","291044, /home/hma/miniconda3/bin/python3, 4848",
C1-R1-v1.1,GPU,44,trace,before_epoch,3,1785575700842551210,2026/08/01 18:15:00.769,0,NVIDIA GeForce RTX 3070,GPU-0bd13d63-b466-1f0b-ce46-481d3e6ec720,P2,1980.0,6800.0,64.0,163.84,220.0,43.0,0x0000000000000000,Not Active,,"2026/08/01 18:15:00.769, 0, NVIDIA GeForce RTX 3070, GPU-0bd13d63-b466-1f0b-ce46-481d3e6ec720, P2, 1980, 6800, 64, 163.84, 220.00, 43, 0x0000000000000000, Not Active","291044, /home/hma/miniconda3/bin/python3, 4848",
C1-R1-v1.1,GPU,44,trace,after_epoch,3,1785575705386229966,2026/08/01 18:15:05.344,0,NVIDIA GeForce RTX 3070,GPU-0bd13d63-b466-1f0b-ce46-481d3e6ec720,P2,1980.0,6800.0,66.0,174.46,220.0,97.0,0x0000000000000000,Not Active,,"2026/08/01 18:15:05.344, 0, NVIDIA GeForce RTX 3070, GPU-0bd13d63-b466-1f0b-ce46-481d3e6ec720, P2, 1980, 6800, 66, 174.46, 220.00, 97, 0x0000000000000000, Not Active","291044, /home/hma/miniconda3/bin/python3, 4848",
C1-R1-v1.1,GPU,44,trace,before_epoch,4,1785575705467454516,2026/08/01 18:15:05.417,0,NVIDIA GeForce RTX 3070,GPU-0bd13d63-b466-1f0b-ce46-481d3e6ec720,P2,1980.0,6800.0,63.0,166.48,220.0,57.0,0x0000000000000000,Not Active,,"2026/08/01 18:15:05.417, 0, NVIDIA GeForce RTX 3070, GPU-0bd13d63-b466-1f0b-ce46-481d3e6ec720, P2, 1980, 6800, 63, 166.48, 220.00, 57, 0x0000000000000000, Not Active","291044, /home/hma/miniconda3/bin/python3, 4848",
C1-R1-v1.1,GPU,44,trace,after_epoch,4,1785575709989234876,2026/08/01 18:15:09.947,0,NVIDIA GeForce RTX 3070,GPU-0bd13d63-b466-1f0b-ce46-481d3e6ec720,P2,1980.0,6800.0,68.0,174.54,220.0,97.0,0x0000000000000000,Not Active,,"2026/08/01 18:15:09.947, 0, NVIDIA GeForce RTX 3070, GPU-0bd13d63-b466-1f0b-ce46-481d3e6ec720, P2, 1980, 6800, 68, 174.54, 220.00, 97, 0x0000000000000000, Not Active","291044, /home/hma/miniconda3/bin/python3, 4848",
C1-R1-v1.1,GPU,44,trace,after_job,,1785575710040348282,2026/08/01 18:15:10.021,0,NVIDIA GeForce RTX 3070,GPU-0bd13d63-b466-1f0b-ce46-481d3e6ec720,P2,1980.0,6800.0,64.0,168.79,220.0,68.0,0x0000000000000000,Not Active,,"2026/08/01 18:15:10.021, 0, NVIDIA GeForce RTX 3070, GPU-0bd13d63-b466-1f0b-ce46-481d3e6ec720, P2, 1980, 6800, 64, 168.79, 220.00, 68, 0x0000000000000000, Not Active","291044, /home/hma/miniconda3/bin/python3, 4848",
