protocol_id,pass_name,config,seed,epoch,step,batch_size_actual,is_partial,is_first_measured_step,zero_grad_ns,neg_time_ns,positive_tensor_build_ns,forward_ns,backward_ns,optimizer_ns,component_sum_ns,total_step_ns,timing_residual_ns,loss
C1-R1-v1.1,trace,BL,44,0,0,5000,False,True,108946,414201502,1615387,36199791,38378561,1290616,491794803,491798418,3615,1.1459330320358276
C1-R1-v1.1,trace,BL,44,0,1,5000,False,False,58400,412599952,1618423,36154452,38463102,1228790,490123119,490126280,3161,1.1487820148468018
C1-R1-v1.1,trace,BL,44,0,2,5000,False,False,54769,410297815,1635927,36120365,38363791,1234966,487707633,487710320,2687,1.1431691646575928
C1-R1-v1.1,trace,BL,44,0,3,5000,False,False,55918,411672370,1589196,37177842,38493592,1233762,490222680,490225140,2460,1.1387443542480469
C1-R1-v1.1,trace,BL,44,0,4,5000,False,False,56005,419427542,1618654,37409849,38510521,1231205,498253776,498256392,2616,1.1315184831619263
C1-R1-v1.1,trace,BL,44,0,5,5000,False,False,59719,412399712,1602859,37637237,38543204,1229518,491472249,491474848,2599,1.1222612857818604
C1-R1-v1.1,trace,BL,44,0,6,5000,False,False,52801,415371034,1605618,37515462,38826239,1229069,494600223,494602941,2718,1.105772614479065
C1-R1-v1.1,trace,BL,44,0,7,5000,False,False,54128,416766232,1599754,37606797,38521231,1235356,495783498,495785794,2296,1.1147592067718506
C1-R1-v1.1,trace,BL,44,0,8,5000,False,False,55649,416921888,1666701,37618470,38496013,1237438,495996159,495998987,2828,1.1170318126678467
C1-R1-v1.1,trace,BL,44,0,9,5000,False,False,54149,417342287,1613467,37403582,38501135,1227381,496142001,496144454,2453,1.1138190031051636
C1-R1-v1.1,trace,BL,44,0,10,5000,False,False,55162,417252103,1592757,37598901,38481197,1232884,496213004,496215517,2513,1.107635498046875
C1-R1-v1.1,trace,BL,44,0,11,5000,False,False,60010,414946187,1564712,37348846,38512182,1234040,493665977,493668682,2705,1.0925605297088623
C1-R1-v1.1,trace,BL,44,0,12,5000,False,False,61474,420957884,1568969,37622513,38518964,1228582,499958386,499961204,2818,1.098819375038147
C1-R1-v1.1,trace,BL,44,0,13,5000,False,False,53798,416029012,1642295,37659765,38529137,1232818,495146825,495149200,2375,1.0893889665603638
C1-R1-v1.1,trace,BL,44,0,14,5000,False,False,53514,414209240,1596671,37611176,38497017,1234460,493202078,493204726,2648,1.093846321105957
C1-R1-v1.1,trace,BL,44,0,15,5000,False,False,54800,417683134,1628423,37367659,38492760,1233456,496460232,496462947,2715,1.084412693977356
C1-R1-v1.1,trace,BL,44,0,16,5000,False,False,54438,421257495,1622424,37393882,38510668,1229130,500068037,500070757,2720,1.0768144130706787
C1-R1-v1.1,trace,BL,44,0,17,5000,False,False,54542,420165058,1635414,37367853,38526457,1231863,498981187,498983563,2376,1.0724860429763794
C1-R1-v1.1,trace,BL,44,0,18,5000,False,False,54983,415264580,1591060,37619226,38517768,1226730,494274347,494276910,2563,1.0780287981033325
C1-R1-v1.1,trace,BL,44,0,19,5000,False,False,52430,415408087,1636891,37364860,38530308,1230459,494223035,494225850,2815,1.0621060132980347
C1-R1-v1.1,trace,BL,44,0,20,5000,False,False,59462,417020399,1625023,37629037,38523581,1234133,496091635,496094127,2492,1.0529636144638062
C1-R1-v1.1,trace,BL,44,0,21,5000,False,False,53129,421321452,1709552,37593503,38481215,1231019,500389870,500392508,2638,1.0559207201004028
C1-R1-v1.1,trace,BL,44,0,22,5000,False,False,53480,416187357,1621704,37604102,38496793,1234229,495197665,495200274,2609,1.0525851249694824
C1-R1-v1.1,trace,BL,44,0,23,5000,False,False,52896,418711783,1589462,37584669,38536790,1231924,497707524,497710067,2543,1.0481932163238525
C1-R1-v1.1,trace,BL,44,0,24,5000,False,False,59737,417162972,1610177,37484018,38508015,1230700,496055619,496058163,2544,1.0548276901245117
C1-R1-v1.1,trace,BL,44,0,25,5000,False,False,53906,414711093,1625493,37458577,38539048,1234609,493622726,493625324,2598,1.032022476196289
C1-R1-v1.1,trace,BL,44,0,26,5000,False,False,54003,414775981,1601880,37410627,38525989,1227133,493595613,493598076,2463,1.0527982711791992
C1-R1-v1.1,trace,BL,44,0,27,5000,False,False,54224,413344972,1618029,37608401,38478728,1231419,492335773,492338342,2569,1.0345003604888916
C1-R1-v1.1,trace,BL,44,0,28,5000,False,False,53123,417283500,1593819,37585611,38500040,1229833,496245926,496248486,2560,1.0363467931747437
C1-R1-v1.1,trace,BL,44,0,29,5000,False,False,55617,415717279,1622117,37595619,38548499,1224542,494763673,494766275,2602,1.020092248916626
C1-R1-v1.1,trace,BL,44,0,30,5000,False,False,53556,413767256,1586233,37506910,38567129,1237542,492718626,492721346,2720,1.0290838479995728
C1-R1-v1.1,trace,BL,44,0,31,5000,False,False,53434,417070833,1578768,37620437,38561596,1228441,496113509,496116351,2842,1.0167375802993774
C1-R1-v1.1,trace,BL,44,0,32,5000,False,False,53524,414505081,1667836,37410604,38529436,1233000,493399481,493401830,2349,1.0218360424041748
C1-R1-v1.1,trace,BL,44,0,33,5000,False,False,53277,415694118,1625894,37423206,38507255,1231242,494534992,494537358,2366,1.0125141143798828
C1-R1-v1.1,trace,BL,44,0,34,5000,False,False,53464,417666610,1605229,37625461,38513299,1230342,496694405,496697373,2968,1.0243942737579346
C1-R1-v1.1,trace,BL,44,0,35,5000,False,False,53555,416048861,1596425,37640964,38508370,1230125,495078300,495081072,2772,0.9920483231544495
C1-R1-v1.1,trace,BL,44,0,36,5000,False,False,59036,417433334,1616030,37605772,38521010,1239219,496474401,496476934,2533,0.9841808080673218
C1-R1-v1.1,trace,BL,44,0,37,5000,False,False,53388,413196059,1625970,37585165,38525597,1225250,492211429,492213969,2540,0.998029887676239
C1-R1-v1.1,trace,BL,44,0,38,5000,False,False,53636,416410199,1626626,37371279,38513112,1238541,495213393,495216288,2895,0.977209746837616
C1-R1-v1.1,trace,BL,44,0,39,5000,False,False,53968,415042047,1623642,37347769,38478464,1228053,493773943,493776503,2560,0.998099148273468
C1-R1-v1.1,trace,BL,44,0,40,5000,False,False,53521,416921542,1677510,37416771,38513992,1232109,495815445,495818114,2669,1.0024288892745972
C1-R1-v1.1,trace,BL,44,0,41,5000,False,False,53081,417469506,1651253,37562496,38499481,1226478,496462295,496464920,2625,0.9925331473350525
C1-R1-v1.1,trace,BL,44,0,42,5000,False,False,58408,416270005,1616064,37616091,38513243,1233041,495306852,495309537,2685,0.9825348854064941
C1-R1-v1.1,trace,BL,44,0,43,5000,False,False,58981,414144262,1624786,37375488,38488374,1229053,492920944,492923638,2694,0.9656609892845154
C1-R1-v1.1,trace,BL,44,0,44,5000,False,False,53432,416100179,1590163,37323024,38519568,1238841,494825207,494827739,2532,0.9676958322525024
C1-R1-v1.1,trace,BL,44,0,45,5000,False,False,53694,414072210,1632532,37584174,38475116,1232166,493049892,493052468,2576,0.9655138850212097
C1-R1-v1.1,trace,BL,44,0,46,5000,False,False,61049,418188191,1629254,37613665,38530905,1230497,497253561,497256166,2605,0.9609934687614441
C1-R1-v1.1,trace,BL,44,0,47,5000,False,False,52961,415833677,1604783,37341224,38529794,1226647,494589086,494591784,2698,0.9683413505554199
C1-R1-v1.1,trace,BL,44,0,48,5000,False,False,53215,413077384,1605210,37367234,38489657,1228653,491821353,491824377,3024,0.9525190591812134
C1-R1-v1.1,trace,BL,44,0,49,5000,False,False,53093,414334393,1596673,37577424,38628740,1262242,493452565,493455598,3033,0.9620043039321899
C1-R1-v1.1,trace,BL,44,0,50,5000,False,False,59448,413095338,1691337,37446211,38483728,1229330,492005392,492007888,2496,0.9474388360977173
C1-R1-v1.1,trace,BL,44,0,51,5000,False,False,54087,419963967,1606181,37605364,38502850,1225328,498957777,498960388,2611,0.9427252411842346
C1-R1-v1.1,trace,BL,44,0,52,5000,False,False,56920,414288744,1628492,37626581,38525051,1227999,493353787,493356323,2536,0.9375262260437012
C1-R1-v1.1,trace,BL,44,0,53,2115,True,False,52642,177194682,714725,15959249,17352564,1228235,212502097,212504670,2573,0.9447247982025146
C1-R1-v1.1,trace,BL,44,1,0,5000,False,False,127487,413621968,1600958,37329000,38544895,1231345,492455653,492459225,3572,0.8932797312736511
C1-R1-v1.1,trace,BL,44,1,1,5000,False,False,58776,416974010,1618196,37449457,38533961,1230696,495865096,495867543,2447,0.9033701419830322
C1-R1-v1.1,trace,BL,44,1,2,5000,False,False,54911,420127671,1648615,37614550,38524433,1232177,499202357,499205091,2734,0.9027251601219177
C1-R1-v1.1,trace,BL,44,1,3,5000,False,False,55835,422629407,1599235,37328209,38479076,1232916,501324678,501327221,2543,0.9002534747123718
C1-R1-v1.1,trace,BL,44,1,4,5000,False,False,54142,413553440,1598539,37602242,38505810,1223850,492538023,492540563,2540,0.9021019339561462
C1-R1-v1.1,trace,BL,44,1,5,5000,False,False,54825,421139970,1594544,37568862,38535998,1229037,500123236,500125718,2482,0.8948043584823608
C1-R1-v1.1,trace,BL,44,1,6,5000,False,False,52603,419701768,1583234,37510018,38546602,1230594,498624819,498627482,2663,0.8801259994506836
C1-R1-v1.1,trace,BL,44,1,7,5000,False,False,53608,416103235,1594260,37577105,38527896,1229643,495085747,495088343,2596,0.8931645154953003
C1-R1-v1.1,trace,BL,44,1,8,5000,False,False,55037,414319899,1631147,37370898,38516957,1233565,493127503,493130085,2582,0.8939749002456665
C1-R1-v1.1,trace,BL,44,1,9,5000,False,False,54687,421588650,1606116,37612963,38510349,1233291,500606056,500608522,2466,0.8957556486129761
C1-R1-v1.1,trace,BL,44,1,10,5000,False,False,53256,418782057,1695339,37376702,38506729,1229687,497643770,497646194,2424,0.892963171005249
C1-R1-v1.1,trace,BL,44,1,11,5000,False,False,54785,420068496,1597984,37547287,38510535,1225932,499005019,499008160,3141,0.880106508731842
